trimestre,marge_brute,marge_nette,rotation_actif,levier_financier,roe_cumule,liquidite_generale,fonds_roulement,endettement,dupont_trimestriel
Trim 1,0.35942041727611573,-0.030930296789480068,1.227862329465133,3.94140645482163,-0.14968731083883077,0.9860587836517283,-18270.889999999898,0.7462834621441611,-0.14968731083883072
Trim 2,0.2350226186943452,-0.01270676038832721,1.3818311769616027,4.440247994151326,-0.23932213943601807,0.9837695182602636,-23177.459999999963,0.7747873539232053,-0.07796452805223025
